account_id,ticket_id,created_date,subject,description,priority,resolution_time_hours,status
1079,TKT-5210,2025-10-11,CDN cache invalidation delays,Recurring issue: cdn cache invalidation delays. Third time reporting this month.,P3,11.7,Open
1081,TKT-5211,2025-11-15,SDK upgrade guidance,Customer reports sdk upgrade guidance affecting their production environment.,P1,12.7,Resolved
1081,TKT-5212,2026-01-30,Marketplace app compatibility issue,Recurring issue: marketplace app compatibility issue. Third time reporting this month.,P4,11.2,Resolved
1081,TKT-5213,2025-12-01,Performance degradation on publish,Recurring issue: performance degradation on publish. Third time reporting this month.,P2,8.0,Resolved
1083,TKT-5214,2025-12-17,Content scheduling timezone bug,Content scheduling timezone bug. Customer requesting immediate escalation to engineering.,P4,3.9,Resolved
1084,TKT-5215,2025-10-25,API rate limiting issues,Blocking issue. API rate limiting issues. Customer says this is impacting go-live timeline.,P3,6.2,Open
1084,TKT-5216,2026-01-27,CDN cache invalidation delays,Recurring issue: cdn cache invalidation delays. Third time reporting this month.,P4,23.7,Resolved
1084,TKT-5217,2026-01-30,Workflow automation broken after update,Minor issue with workflow automation broken after update. Customer happy with workaround for now.,P2,4.5,Resolved
1085,TKT-5218,2025-12-12,SDK upgrade guidance,Recurring issue: sdk upgrade guidance. Third time reporting this month.,P4,2.9,Resolved
1086,TKT-5219,2025-10-12,Workflow automation broken after update,Customer reports workflow automation broken after update affecting their production environment.,P3,19.7,Resolved
1086,TKT-5220,2026-02-02,Content sync failures,Blocking issue. Content sync failures. Customer says this is impacting go-live timeline.,P4,5.9,Resolved
1086,TKT-5221,2026-02-26,Webhook delivery delays,Webhook delivery delays. Customer requesting immediate escalation to engineering.,P2,7.2,Resolved
1087,TKT-5222,2025-10-29,Performance degradation on publish,Performance degradation on publish. Customer requesting immediate escalation to engineering.,P4,21.8,Resolved
1087,TKT-5223,2026-01-05,Locale fallback not working,Recurring issue: locale fallback not working. Third time reporting this month.,P2,18.2,Resolved
1087,TKT-5224,2025-11-07,SSO configuration help,Recurring issue: sso configuration help. Third time reporting this month.,P3,12.7,Resolved
1088,TKT-5225,2026-03-11,SDK upgrade guidance,SDK upgrade guidance. Customer requesting immediate escalation to engineering.,P3,5.0,Resolved
1088,TKT-5226,2025-10-16,Workflow automation broken after update,Workflow automation broken after update. Customer requesting immediate escalation to engineering.,P3,4.8,Resolved
1088,TKT-5227,2026-04-13,Migration from legacy editor,Migration from legacy editor. Customer requesting immediate escalation to engineering.,P2,12.2,Resolved
1089,TKT-5228,2026-03-06,Custom field rendering issue,Recurring issue: custom field rendering issue. Third time reporting this month.,P4,19.4,Resolved
1090,TKT-5229,2025-11-25,SSO configuration help,Blocking issue. SSO configuration help. Customer says this is impacting go-live timeline.,P3,13.5,Resolved
1091,TKT-5230,2025-12-03,New editor crash on Safari,Recurring issue: new editor crash on safari. Third time reporting this month.,P3,18.1,Resolved
1091,TKT-5231,2025-11-08,GraphQL query timeout,Blocking issue. GraphQL query timeout. Customer says this is impacting go-live timeline.,P3,6.9,Open
1091,TKT-5232,2026-04-06,API rate limiting issues,Blocking issue. API rate limiting issues. Customer says this is impacting go-live timeline.,P3,3.0,Open
1093,TKT-5233,2025-10-26,REST API deprecation migration,Minor issue with rest api deprecation migration. Customer happy with workaround for now.,P3,19.8,Resolved
1093,TKT-5234,2026-04-06,Content scheduling timezone bug,Minor issue with content scheduling timezone bug. Customer happy with workaround for now.,P3,14.3,Resolved
1093,TKT-5235,2025-10-24,Performance degradation on publish,Customer reports performance degradation on publish affecting their production environment.,P2,8.5,Resolved
1094,TKT-5236,2026-02-27,Custom field rendering issue,Customer reports custom field rendering issue affecting their production environment.,P2,12.1,Resolved
1094,TKT-5237,2025-11-17,New editor crash on Safari,New editor crash on Safari. Customer requesting immediate escalation to engineering.,P3,5.0,Resolved
1094,TKT-5238,2026-01-07,New editor crash on Safari,New editor crash on Safari. Customer requesting immediate escalation to engineering.,P4,2.0,Resolved
1096,TKT-5239,2026-02-25,Bulk import failing for large datasets,Recurring issue: bulk import failing for large datasets. Third time reporting this month.,P4,17.4,Resolved
1096,TKT-5240,2026-02-09,SSO configuration help,SSO configuration help. Customer requesting immediate escalation to engineering.,P4,9.4,Open
1099,TKT-5241,2026-03-15,CDN cache invalidation delays,Blocking issue. CDN cache invalidation delays. Customer says this is impacting go-live timeline.,P3,2.9,Resolved
1099,TKT-5242,2025-12-25,SSO configuration help,Recurring issue: sso configuration help. Third time reporting this month.,P3,19.0,Resolved
1099,TKT-5243,2026-02-26,Release preview environment setup,Recurring issue: release preview environment setup. Third time reporting this month.,P2,12.5,Open
1100,TKT-5244,2025-12-10,GraphQL query timeout,Customer reports graphql query timeout affecting their production environment.,P3,7.9,Resolved
1102,TKT-5245,2026-01-29,CDN cache invalidation delays,Blocking issue. CDN cache invalidation delays. Customer says this is impacting go-live timeline.,P3,13.0,Resolved
1102,TKT-5246,2026-03-22,Release preview environment setup,Customer reports release preview environment setup affecting their production environment.,P4,11.9,Resolved
1103,TKT-5247,2025-10-20,New editor crash on Safari,Customer reports new editor crash on safari affecting their production environment.,P2,10.6,Resolved
1104,TKT-5248,2025-11-22,Workflow automation broken after update,Blocking issue. Workflow automation broken after update. Customer says this is impacting go-live timeline.,P2,5.3,Resolved
1106,TKT-5249,2025-12-28,Bulk import failing for large datasets,Minor issue with bulk import failing for large datasets. Customer happy with workaround for now.,P4,13.9,Resolved
1106,TKT-5250,2025-10-06,New editor crash on Safari,Recurring issue: new editor crash on safari. Third time reporting this month.,P4,2.5,Resolved
1107,TKT-5251,2026-02-02,Bulk import failing for large datasets,Blocking issue. Bulk import failing for large datasets. Customer says this is impacting go-live timeline.,P3,16.4,Resolved
1107,TKT-5252,2025-11-03,REST API deprecation migration,REST API deprecation migration. Customer requesting immediate escalation to engineering.,P4,11.8,Resolved
1108,TKT-5253,2025-10-13,Workflow automation broken after update,Recurring issue: workflow automation broken after update. Third time reporting this month.,P3,10.2,Resolved
1109,TKT-5254,2026-04-01,Custom field rendering issue,Blocking issue. Custom field rendering issue. Customer says this is impacting go-live timeline.,P3,5.7,Open
1109,TKT-5255,2026-03-20,Custom field rendering issue,Recurring issue: custom field rendering issue. Third time reporting this month.,P2,5.9,Resolved
1110,TKT-5256,2026-01-21,Locale fallback not working,Locale fallback not working. Customer requesting immediate escalation to engineering.,P2,23.9,Resolved
1111,TKT-5257,2025-12-28,SDK upgrade guidance,Recurring issue: sdk upgrade guidance. Third time reporting this month.,P3,17.6,Resolved
1111,TKT-5258,2025-11-01,CDN cache invalidation delays,Customer reports cdn cache invalidation delays affecting their production environment.,P3,23.5,Resolved
1112,TKT-5259,2025-11-09,Content scheduling timezone bug,Customer reports content scheduling timezone bug affecting their production environment.,P4,22.9,Open
1112,TKT-5260,2026-01-30,Release preview environment setup,Release preview environment setup. Customer requesting immediate escalation to engineering.,P4,9.3,Resolved
1112,TKT-5261,2026-01-22,Marketplace app compatibility issue,Marketplace app compatibility issue. Customer requesting immediate escalation to engineering.,P4,19.6,Resolved
1114,TKT-5262,2026-01-11,Content sync failures,Blocking issue. Content sync failures. Customer says this is impacting go-live timeline.,P2,14.1,Resolved
1114,TKT-5263,2026-03-14,Locale fallback not working,Recurring issue: locale fallback not working. Third time reporting this month.,P3,4.0,Resolved
1114,TKT-5264,2025-11-20,Marketplace app compatibility issue,Customer reports marketplace app compatibility issue affecting their production environment.,P3,19.2,Resolved
1116,TKT-5265,2026-03-04,SSO configuration help,Blocking issue. SSO configuration help. Customer says this is impacting go-live timeline.,P4,10.7,Resolved
1116,TKT-5266,2025-11-07,REST API deprecation migration,Minor issue with rest api deprecation migration. Customer happy with workaround for now.,P4,22.0,Resolved
1116,TKT-5267,2025-12-18,CDN cache invalidation delays,Minor issue with cdn cache invalidation delays. Customer happy with workaround for now.,P3,2.3,Resolved
1118,TKT-5268,2025-11-11,New editor crash on Safari,Minor issue with new editor crash on safari. Customer happy with workaround for now.,P4,11.1,Resolved
1119,TKT-5269,2025-12-17,Migration from legacy editor,Minor issue with migration from legacy editor. Customer happy with workaround for now.,P4,15.2,Resolved
1119,TKT-5270,2026-04-12,REST API deprecation migration,Minor issue with rest api deprecation migration. Customer happy with workaround for now.,P4,3.5,Open
1119,TKT-5271,2025-11-14,SSO configuration help,Blocking issue. SSO configuration help. Customer says this is impacting go-live timeline.,P1,16.1,Resolved
